,year,number,text,is_short_answer,figure_paths
231,1398,18,"Alice in Wonderland has been imprisoned by a malicious mathematician in a classroom. Alice must work on a mathematical puzzle for a week and at the end, tell the mathematician the answer, and she will only be freed if her answer is correct. The large classroom where Alice is imprisoned has a very large board on which the numbers $2, 3, 4, \ldots, 1000$ are initially written in order. On the $i$-th day, Alice must consider the $i$-th number written on the board as $a$, then divide each number on the board, denoted as $b$, by the greatest common divisor of that number and $a$, and write the result in place of $b$ on the board (for example, at the end of the first day, the numbers on the board become $1, 3, 2, 5, 3, \ldots 999, 500$). The answer to the puzzle is the number of ones written on the board at the end of the seventh day (for example, at the end of the first day, there is one number 1 on the board). If you were with Alice, could you quickly calculate the final answer and save Alice? If so, enter the answer in the answer sheet.",False,[]
232,1398,19,"In the given figure, two circles intersect at points $P$ and $Q$. Circle $\omega$ is centered at $P$ and intersects the other two circles at points $A$, $B$, $C$, and $D$. If the angle $\angle BQC$ is $50^\circ$ and the angle $\angle CQD$ is $20^\circ$, what is the measure of the angle $\angle ADC$?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1398/19.png}
    \caption{Caption}
    \label{fig:1398:19}
\end{figure}",False,['figures/1398/19.png']
233,1398,20,"Omid has written the numbers $0$, $1$, and $-1$ on the vertices of a regular $1398$-gon (some of these numbers may not be used). Each number on a vertex is either the average or the sum of the numbers on its two adjacent vertices (some vertices may be the average, and others the sum of the two adjacent vertices). How many different possible sums of the numbers on all the vertices of this $1398$-gon can there be?\\
1) $1395$  2) $1397$  3) $1399$  4) $2795$  5) $2797$",True,[]
234,1398,21,"Find the number of three-digit natural numbers such that the two rightmost digits of their square are equal to the two rightmost digits of the number itself. (For example, 225, where the two rightmost digits of its square, 50625, are equal to the two rightmost digits of 225.)",False,[]
235,1398,22,"For the real number $x$, what is the minimum value of the following expression?
\[ \sqrt{x^2 + 4x + 8} + \sqrt{x^2 - 6x + 10} \]

1) $2 + \sqrt{5}$ \quad
2) $4\sqrt{2}$ \quad
3) $\sqrt{34}$ \quad
4) $\sqrt{5} + \sqrt{13}$ \quad
5) $\sqrt{8} + \sqrt{10}$",True,[]
236,1398,23,"Circle $\omega_1$ is given with center $O$. Chord $AB$ is chosen from circle $\omega_1$ such that circle $\omega_2$, with diameter $AB$, passes through $O$. Point $C$ is located on line $AB$ such that angle $\angle BCO$ is equal to $30$ degrees (point $B$ is between points $C$ and $A$). Line segment $OC$ intersects circle $\omega_2$ for the second time at $K$. Point $D$ is located on circle $\omega_1$ such that $CD$ is tangent to circle $\omega_1$ and points $D$ and $O$ are on the same side of line $AB$. If the length of line segment $DK$ is equal to $3\sqrt{2}$, what is the length of line segment $CD$?",False,[]
237,1398,24,"In each cell of a $3 \times 4$ table, there is a person sitting. Each of these individuals is either a truth-teller, who always tells the truth, or a liar, who always lies. At one moment, each of these 21 people said: ""The number of truth-tellers in my row is equal to the number of truth-tellers in my column."" What is the maximum number of these individuals that can be liars?",False,[]
238,1398,25,"How many sets of real solutions does the following system have?  
\[
\begin{cases} 
a + b + c = 1 \\ 
a^3 = bc(a + 1) \\ 
b^3 = ac(b + 1) \\ 
c^3 = ba(c + 1) 
\end{cases}
\]
\\",False,[]
239,1399,1,"We call two natural numbers a ""lucky pair"" if the number of their digits is equal and the order of their digits is completely reversed (for example, 132 and 231 are a lucky pair). How many three-digit lucky pairs exist such that their difference is 7 times a natural number?",False,[]
240,1399,2,"How many solutions does the following equation have in positive real numbers?  
\[ x^{\left\lfloor x \right\rfloor} = \left\lfloor x \right\rfloor + x \]  
Note: \(\left\lfloor x \right\rfloor\) denotes the greatest integer less than or equal to \(x\).",False,[]
241,1399,3,"In rectangle $ABCD$, we know that $AB = 3$ and $BC = 2$. A circle is tangent to the sides $AB$, $BC$, and $CD$. From point $D$, we draw a tangent to the circle, other than side $CD$, which intersects $AB$ at point $P$. What is the length of $DP$?\\ 
1) $\frac{9}{4}$ \quad 2) $1 + \sqrt{2}$ \quad 3) $2\sqrt{2}$ \quad 4) $\sqrt{10} - 1$ \quad 5) $\frac{5}{2}$",True,[]
242,1399,4,"The cells of a $6 \times 6$ table are colored with 4 colors as shown below. In how many ways can you choose 6 cells from this table such that 3 of them are of one color and 3 are of another color, and no two of them are in the same row or column?
\[
\begin{array}{cccccc}
2 & 1 & 2 & 1 & 2 & 1 \\
4 & 3 & 4 & 3 & 4 & 3 \\
2 & 1 & 2 & 1 & 2 & 1 \\
4 & 3 & 4 & 3 & 4 & 3 \\
2 & 1 & 2 & 1 & 2 & 1 \\
4 & 3 & 4 & 3 & 4 & 3 \\
\end{array}
\]",False,[]
243,1399,5,"We want to write numbers from the set $\{1, 2, \ldots, 6\}$ on each vertex of a shape like the one below, such that for every arrow going from a vertex labeled with the number $x$ to a vertex labeled with the number $y$, the expression $5x + y$ is divisible by 7. For example, consider the numbers on the vertices of the shape below:\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.2\linewidth]{figures/1399/5-0.png}
    \caption{Caption}
    \label{fig:1398:5-0}
\end{figure}\\
For instance, in the topmost arrow, $5 \times 3 + 6 = 21$ is divisible by 7. In how many of the shapes below can this be done?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.2\linewidth]{figures/1399/5-1.png}
    \caption{Caption}
    \label{fig:1398:5-1}
\end{figure}",False,"['figures/1399/5-0.png', 'figures/1399/5-1.png']"
244,1399,6,"How many ordered quadruples $(a, b, c, d)$ of integers satisfy the following system of equations?  
\[
a + b = c^2 + d^2, \quad c + d = a^2 + b^2
\]
1) 4 \quad 2) 6 \quad 3) 8 \quad 4) 10 \quad 5) Infinite",True,[]
245,1399,7,"What is the area of a polygon where the length of each side is equal to one centimeter and its internal angles are alternately $90^\circ$ and $225^\circ$? How many square centimeters is it?

1) $2\sqrt{2} + 8$ \\
2) $2\sqrt{2} + 6$ \\
3) $2\sqrt{2} + 4$ \\
4) $2\sqrt{2} + 6$ \\
5) $16$",True,[]
246,1399,8,"In a bag, there are 6 red balls and 4 blue balls. 
Mehdiar first completely covers his eyes with a blindfold. 
Then, in the first step, he throws one of the balls out of the bag. 
In the second step, he removes 5 balls from the bag and transfers them to a second bag. 
In the third step, he throws one ball out of the second bag. 
In the fourth step, he removes 2 balls from the second bag and transfers them to a third bag. 
Then, he removes one ball from the third bag. What is the probability that the removed ball is red?\\
1) $\frac{2}{5}$ \quad 
2) $\frac{1}{2}$ \quad 
3) $\frac{3}{5}$ \quad 
4) $\frac{3}{4}$ \quad 
5) $\frac{4}{5}$",True,[]
247,1399,9,"The sum of the digits of a natural number is equal to 18. Which one of the following options cannot be the number of natural divisors of this number? 
\begin{enumerate}
    \item 5
    \item 6
    \item 8
    \item 24
    \item 36
\end{enumerate}",False,[]
248,1399,10,"Ali and Reza each choose a 3-term arithmetic sequence of positive real numbers and write it on their paper from left to right. Then, they place both papers side by side and compare the terms of the sequences one by one. They write the result as a sequence of the letters ""B"", ""K"", and ""M"" on the board from left to right. If the \(i\)-th term of Ali's sequence is greater than the \(i\)-th term of Reza's sequence, they write the letter ""B""; if it is smaller, they write the letter ""K""; and if they are equal, they write the letter ""M"" as the \(i\)-th term of the result sequence on the board. For example, if Ali's sequence is \(2, 3, 4\) and Reza's sequence is \(1, 4, 7\), the result sequence will be ""K, K, B"". How many of the following sequences of letters cannot be written as a result on the board?
\begin{enumerate}
    \item B K M
    \item K K M
    \item M B M
    \item K M B
    \item M B K
    \item K M K
    \item K B B
    \item B B K
\end{enumerate}",False,[]
249,1399,11,"We want to calculate the area of the Friendship Pond. The boundary of the Friendship Pond, as shown in the figure, is formed by six semicircles that pass through the vertices and midpoints of the sides of triangle $ABC$. If the lengths of the sides of triangle $ABC$ are $50$, $60$, and $70$ meters, what is the area of the Friendship Pond in square meters?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.2\linewidth]{figures/1399/11.png}
    \caption{Caption}
    \label{fig:1398:11}
\end{figure}
\begin{enumerate}
    \item $1500$
    \item $3000$
    \item $300\sqrt{6}$
    \item $600\sqrt{6}$
    \item $360\pi$
\end{enumerate}",False,['figures/1399/11.png']
250,1399,12,"In how many ways can 6 cells be removed from a $3 \times 5$ grid such that the remaining cells do not form a shape similar to the following and its rotations?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1399/12.png}
    \caption{Caption}
    \label{fig:1399:12}
\end{figure}\\
1) 10  2) 12  3) 16  4) 20  5) 22",True,['figures/1399/12.png']
251,1399,13,"\( n \) is a natural number. We know that \( n \) has at least three positive divisors. Let $d_1, d_2, \ldots, d_k$ be the divisors of $n$ such that $d_1 < d_2 < \ldots < d_k$. We have $d_{k-1} - d_{k-2} = 1399$. What is the largest possible value of $n$?",False,[]
252,1399,14,"How many ordered pairs $(x, y)$ of real numbers satisfy the following system of equations?
\[
\begin{cases} 
2y^2 + 2y + 4x = x^2 + xy + 4 \\
y^2 + 2x^2 + 2y = 5x + 3xy + 3 
\end{cases}
\]",False,[]
253,1399,15,"Circle $W_1$ with center $O$ and radius $4$ cm is internally tangent to circle $W_2$ at point $S$. The segment $AB$ of $W_2$ is tangent to circle $W_1$ at point $M$ . We know that triangle $OAB$ is isosceles. If angle $\angle AOB$ is $120^\circ$, what is the radius of circle $W_2$ in centimeters?",False,[]
254,1399,16,"We want to select a number of subsets with 10 elements from the set $S = \{1, 2, \ldots, 100\}$ such that starting from these selected subsets and applying union and intersection of sets, we can reach any desired subset of $S$. What is the minimum number of subsets we need to select?
\\",False,[]
255,1400,1,"How many solutions does the following equation have in real numbers?  
\[
\left\lfloor x \right\rfloor 
+ 
\left\lfloor -x \right\rfloor
= 
- (x - \frac{1}{2})^2
\]
Explanation: \(\left\lfloor x \right\rfloor\) denotes the greatest integer less than or equal to \(x\).",False,[]
256,1400,2,What is the maximum number of acute angles a convex 1400-gon can have?,False,[]
257,1400,3,"What is the maximum number of natural numbers less than 1000 that can be chosen such that the sum of any two of them, not necessarily distinct, is not divisible by 3?",False,[]
258,1400,4,"In a lottery for a loan from a home-based interest-free fund among oli, Rza, and Mhmd, the following procedure is used. First, the letters of each person's name are written on separate pieces of paper. For example, the letter ""o"" is written once and the letter ""m"" is written twice. Then, these 10 pieces of paper are placed inside a vase. Each time, one piece of paper is drawn from the vase. If with some of the letters drawn so far, we can form a person's name, that person is the winner; otherwise, another letter is drawn from the vase. For example, if the letters ""h"", ""l"", ""a"", ""o"", and ""i"" have been drawn so far, Ali is the winner. Which of the following options is correct?
\begin{enumerate}
    \item The lottery is fair and everyone has an equal chance of winning.
    \item Ali's chance of winning is between 50\% and 60\%.
    \item Reza's chance of winning is less than one-third.
    \item Reza and Ali have an equal chance of winning.
    \item Options 1 and 4 are correct.
\end{enumerate}",False,[]
259,1400,5,"Four squares with side length 2 are placed next to each other as shown in the figure. A parabola passes through points $A$, $B$, and $C$ and intersects the $x$-axis at two points. What is the distance between the points of intersection?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1400/5.png}
    \caption{Caption}
    \label{fig:1400:5}
\end{figure}\\
1) 7
2) $2\sqrt{13}$
3) $5\sqrt{2}$
4) $3\sqrt{7}$
5) 8",True,['figures/1400/5.png']
260,1400,6,"For triangle $ABC$, we know that $AB > AC > BC$. The triangle is rotated $360^\circ$ around one of its sides to create a three-dimensional shape. Around which side does the rotation result in the greatest volume? 
\begin{enumerate}
    \item $AB$
    \item $AC$
    \item $BC$
    \item Cannot be determined.
    \item It is the same for all three sides.
\end{enumerate}",False,[]
261,1400,7,"In how many ways can the subsets  $A$, $B$,  and  $C$  be chosen from the set  $\{1, 2, 3, \ldots, 10$  such that  $A \subseteq (B \cap C)$?\\
1)  $5^10$ \quad 
2)  $10^5$ \quad 
3)  $4^10$ \quad 
4)  $10^4$ \quad 
5)  $3^10$",True,[]
262,1400,8,"How many 5-digit natural numbers exist such that the remainder when divided by each of the numbers 4, 5, and 18 is 3?",False,[]
263,1400,9,"The functions $f, g: \mathbb{R} \to \mathbb{R}$ are defined as follows: $f(x) = |x + 1| - 4$ and $g(x) = f(f(x))$. In this case, how many real solutions does the equation $f(x) = g(x)$ have?",False,[]
264,1400,10,Triangle $ABC$ does not have an obtuse angle. We also know that $3 \angle ACB = \angle ABC$. The perpendicular bisector of side $BC$ intersects the internal bisector of angle $\angle ABC$ at point $P$. What is the maximum value of angle $\angle PCA$ in degrees?,False,[]
265,1400,11,"If two natural numbers $a$ and $b$ have at least three common divisors and their common divisors are $1 = d_1 < d_2 < d_3 < \ldots < d_k$, we define $D(a, b) = d_3$. For example, $D(40, 60) = 4$ because the common divisors of the numbers 40 and 60 are 1, 2, 4, 5, 10, 20. Which of the following options is correct? (In each option, assume $a$ and $b$ are any natural numbers with at least three common divisors.)\\
\begin{enumerate}
    \item $D(2a, 2b)$ is always an even number.
    \item $D(10! + 20, 20! + 10) = 4$.
    \item $D(a^2, b^2)$ is always a perfect square.
    \item $D(2^{100} - 1, 3^{100} - 1) = 7$.
    \item $D(a, b)$ has at most one prime factor.
\end{enumerate}",False,[]
266,1400,12,In how many ways can each cell of a $4 \times 4$ grid be colored black or white such that each cell shares a side with exactly two cells of a different color?,False,[]
267,1400,13,"If $a, b, c \in \mathbb{R}$ such that $abc = 10^{11}$ and also 
$$\log(a) \log(bc) + \log(b) \log(ac) + \log(c) \log(ab) = 40$$
find the value of $(\log(a))^2 + (\log(b))^2 + (\log(c))^2$.",False,[]
268,1400,14,"A paper with dimensions $6  cm \times 8  cm$ is folded several times as shown in the figure.\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1400/14.png}
    \caption{Caption}
    \label{fig:1400:14}
\end{figure}\\
What is the area of the resulting shape in square centimeters? 
\begin{enumerate}
    \item $39 - 9\sqrt{2}$
    \item $38 - 8\sqrt{2}$
    \item $37 - 7\sqrt{2}$
    \item $36 - 6\sqrt{2}$
    \item $35 - 5\sqrt{2}$
\end{enumerate}",False,['figures/1400/14.png']
269,1400,15,"Find the number of ordered triples $(a, b, c)$ of natural numbers less than 100 such that the units digit of the product $a \times b \times c$ is equal to 3.\\
1) 1000  2) 5000  3) 8000  4) 15000  5) 16000",True,[]
270,1400,16,"There are 16 unlit lamps in the cells of a $4 \times 4$ grid. For each $2 \times 2$ square in this grid, there is a switch that, when pressed, changes the state of the 4 lamps within this square and does not change the state of any other lamp. By pressing any number of these switches, how many different patterns of lamps in this grid can we obtain?",False,[]
271,1400,17,"Three new banks have opened in Shekarestan. The first bank deposits an interest of $20\%$ of the account balance at the end of each year. The second bank doubles the account balance at the end of every 5 years. The third bank adds $\frac{5}{2}\times n$ of the account balance at the end of the $n$-th year. Omid wants to save his money in one of the banks for 20 years without touching the interest. In which bank will the investment yield the highest return?
\begin{enumerate}
    \item The first bank
    \item The second bank
    \item The third bank
    \item It makes no difference.
    \item It depends on Omid's initial capital.
\end{enumerate}",False,[]
272,1400,18,A number $n \geq 3$ is called interesting if it is possible to choose $n$ distinct points on the perimeter of a square such that they form the vertices of a regular $n$-gon. What is the sum of all interesting numbers?,False,[]
273,1400,19,"How many natural numbers $n$ are there such that there exist numbers $a, b \in \mathbb{N}$ for which 
$$2^{n} + n^a = 32n^b$$",False,[]
274,1400,20,"In an 8-story building, no floor is unoccupied. Two residents of this building are called neighbors if they reside on the same floor or on two adjacent floors. We know that each resident of this building is a neighbor to 6 or 10 other people. If the number of residents in this building is equal to $n$, for how many values of $n$ is this possible?",False,[]
275,1400,21,"Suppose $x \in \left(-\frac{\pi}{2}, \frac{\pi}{2}\right)$ and $y \in \left(0, \frac{\pi}{6}\right)$, and we know $\tan(x) = \cot(y)$ and $\cos(\pi \times \cos(x)) = \sin(\pi \times \sin(y))$. What is the numerical value of $\frac{1}{\cos(x)}$?",False,[]
276,1400,22,"A square with side length 1 is given. A point like \( G \) inside this square is called ""balanced"" if there exist three points \( A \), \( B \), and \( C \) inside or on the boundary of this square that form a triangle with area \(\frac{1}{2}\) and the centroid of that triangle coincides with \( G \). What shape does the set of all balanced points form? 
(The centroid of a triangle is the intersection point of its three medians.)
\begin{enumerate}
    \item Points on the boundary of a square with sides parallel to the sides of the original square
    \item Points on the boundary or inside a square with sides parallel to the sides of the original square
    \item Points on the boundary of a square with sides parallel to the diagonals of the original square
    \item Points on the boundary or inside a square with sides parallel to the diagonals of the original square
    \item Points on the boundary of a circle centered at the intersection of the diagonals of the original square
\end{enumerate}",False,[]
277,1400,23,"Initially, a natural number is written on the board. In the next step, we first multiply it by the smallest possible natural number to make it a perfect square, and then we write its square root on the board instead of the initial number. We repeat this process on the new number and replace the previous numbers with the new ones. How many three-digit natural numbers can be transformed into the number 10 by performing the above operation at most four times? For example, if the number 24 is initially written, it is replaced by the number 12 because the smallest perfect square multiple of 24 is 144, and its square root is 12.",False,[]
278,1400,24,"A dice is rolled three times to obtain three numbers \(a\), \(b\), and \(c\). In how many ways can a triangle be formed with three line segments of these lengths?",False,[]
279,1400,25,"We define the number $A$ as follows. What is the second digit to the right of the decimal point in the number $A$?  
$$A= \frac{202}{100^2} + \frac{204}{101^2} + \frac{206}{102^2} +\cdots + \frac{402}{200^2}$$",False,[]
